0,1,2,3,4
1415381630.1,-97.445946921506,35.1856565830904,0.00707106781186548,0
1415381630.2,-97.4459469084948,35.1856565365236,0.0101980390271856,0
1415381630.3,-97.4459468838394,35.1856565054314,0.007,0
1415381630.4,-97.4459468536016,35.1856564706733,0.00447213595499958,0
1415381630.6,-97.4459467890773,35.1856563850796,0.00412310562561766,0
1415381630.8,-97.445946717558,35.1856563251839,0.0147648230602334,0
1415381630.9,-97.445946689932,35.1856563059023,0.00707106781186548,0
1415381631.1,-97.445946657582,35.1856562620061,0.01,0
1415381631.3,-97.4459466832976,35.1856562264027,0.0180277563773199,0
1415381631.5,-97.4459466620804,35.1856561966718,0.0127279220613579,0
1415381631.6,-97.44594666773,35.1856561961789,0.015,0
1415381631.7,-97.4459466638829,35.1856561777317,0.0152315462117278,0
1415381631.9,-97.4459466838652,35.1856561817989,0.00921954445729289,0
1415381632.1,-97.4459467363911,35.185656237326,0.0500099990002,0
1415381632.2,-97.4459467615942,35.185656338285,0.109,0
1415381632.4,-97.4459468277586,35.1856567437936,0.259433999313891,0
1415381632.6,-97.4459468824859,35.1856574958394,0.474380648846472,0
1415381632.8,-97.4459469405234,35.1856586967922,0.7444541624573,0
1415381633,-97.4459470600741,35.185660383236,1.00491442421731,0
1415381633.2,-97.4459472109999,35.1856625499044,1.27770575642438,0
1415381633.4,-97.4459474123209,35.185665155001,1.49782909572488,0
1415381633.6,-97.4459476376734,35.1856682147668,1.72750513747427,0
1415381633.8,-97.4459478332654,35.1856717172287,2.0135486087999,0
1415381633.9,-97.445947957836,35.1856736032393,2.08021200842606,0
1415381634,-97.4459481375424,35.1856756026607,2.20238166537955,0
1415381634.1,-97.445948323754,35.1856776901472,2.28946980761922,0
1415381634.2,-97.4459484786589,35.1856798768379,2.39017739927395,0
1415381634.3,-97.4459486161316,35.1856821672611,2.50621407704929,0
1415381634.4,-97.445948756166,35.1856845512358,2.60355602974086,0
1415381634.5,-97.445948938127,35.1856869999046,2.67801306942293,0
1415381634.7,-97.4459492506881,35.1856922265646,2.88294935786253,0
1415381634.9,-97.4459494636161,35.1856976991196,3.03163404783625,0
1415381635.1,-97.4459497143405,35.1857035277952,3.24081301527873,0
1415381635.3,-97.4459499120287,35.1857096364039,3.40880330908077,0
1415381635.5,-97.4459500966745,35.1857160513626,3.59007868994539,0
1415381635.7,-97.4459503466,35.1857227577669,3.76860571033904,0
1415381635.8,-97.4459504268182,35.1857262660832,3.89162960724681,0
1415381635.9,-97.4459505108752,35.1857298124103,3.93162320168146,0
1415381636,-97.4459506107659,35.1857334729857,4.06004248746242,0
1415381636.1,-97.4459507204859,35.1857372099833,4.15030324193305,0
1415381636.2,-97.4459508088159,35.1857410219295,4.22989479774616,0
1415381636.3,-97.4459508423088,35.185744880011,4.28415977759934,0
1415381636.4,-97.4459508625686,35.1857488242592,4.37608957860782,0
1415381636.5,-97.4459508829052,35.1857528356516,4.44907023994902,0
1415381636.6,-97.4459509439409,35.1857568983909,4.5034131500452,0
1415381636.7,-97.4459510015178,35.1857610533015,4.61641635903869,0
1415381636.8,-97.4459510179151,35.1857652388473,4.65503877534871,0
1415381636.9,-97.4459510177694,35.1857695169874,4.75400094657121,0
1415381637,-97.4459510290191,35.1857739054968,4.86201737964808,0
1415381637.1,-97.4459510793306,35.1857783574556,4.94816986369708,0
1415381637.2,-97.4459511221995,35.1857828645259,5.01110865976782,0
1415381637.3,-97.4459511066439,35.1857874479937,5.09003929257918,0
1415381637.4,-97.4459511076168,35.1857920796412,5.14901903278673,0
1415381637.5,-97.4459511006587,35.1857968037199,5.2470381168808,0
1415381637.6,-97.4459511313668,35.1858015705654,5.29801141939124,0
1415381637.7,-97.4459511780121,35.1858064169952,5.37810747382385,0
1415381637.8,-97.4459511692711,35.1858113327518,5.45603308274428,0
1415381637.8,-97.4459511692711,35.1858113327518,5.45603308274428,0
1415381637.9,-97.4459511210081,35.1858163093123,5.51315998316755,0
1415381637.9,-97.4459511210081,35.1858163093123,5.51315998316755,0
1415381638,-97.4459510681137,35.185821359839,5.59932147675055,0
1415381638,-97.4459510681137,35.185821359839,5.59932147675055,0
1415381638.1,-97.4459510702851,35.1858264829508,5.66800317572247,0
1415381638.1,-97.4459510702851,35.1858264829508,5.66800317572247,0
1415381638.2,-97.445951047477,35.1858316719655,5.73908372477698,0
1415381638.2,-97.445951047477,35.1858316719655,5.73908372477698,0
1415381638.3,-97.4459510302473,35.1858369184302,5.80409958563772,0
1415381638.4,-97.4459509644413,35.1858422364027,5.87861454766342,0
